No,Category,Subcategory,Brand,Product_Name,Price_VND,Reviews,Rating,Fragrance_Type,Claim,Platform,Brand_Origin,Price_Tier,Brand_Status,Product_Category
8.0,Fine Fragrance,Body Mist,BODYMISS,Bodymist Nước Hoa Nam Nữ BODYMISS - Stop & Stare (105ml),258000.0,1500.0,4.9,Fruity,Fruity Scent; Fresh; Refreshing; Hot Weather Suitable; School Use; Active Lifestyle; Daily Wear; Youth-Friendly; Light Intensity,Tiktok shop,Local,Mass,Emerging,Body Mist
9.0,Fine Fragrance,Body Mist,BODYMISS,Bodymist Nước Hoa Nam Nữ BODYMISS - Love Wins (105ml),258000.0,1500.0,4.9,Fruity,Tropical Scent; Edgy; Gender-Neutral; Unisex; Premium; Beach Resort Inspired; Lifestyle Fragrance; Modern; Youth-Friendly,Tiktok shop,Local,Mass,Emerging,Body Mist
10.0,Fine Fragrance,Body Mist,BODYMISS,Bodymist Nước Hoa Nam Nữ BODYMISS - Money Honey (105ml),258000.0,1500.0,4.9,Citrus,Citrus Scent; Elegant; Premium; Mysterious; High-End Vibe; School Use; Dating Use; Body Odor Elimination; Deodorizing; Multi-Occasion; Youth-Friendly,Tiktok shop,Local,Mass,Emerging,Body Mist
11.0,Fine Fragrance,Body Mist,BODYMISS,Bodymist Nước Hoa Nam Nữ BODYMISS - Care Free (105ml),258000.0,1500.0,4.9,Fruity / Floral / Fresh,Long-Lasting Fragrance; 6-Hour Wear; Multi-use Hair & Body; Dual-Purpose; Extended Performance; All-in-One Use,Tiktok shop,Local,Mass,Emerging,Body Mist
12.0,Fine Fragrance,Body Mist,BODYMISS,Bodymist Nước Hoa Nam Nữ BODYMISS - Talk2Much (105ml),258000.0,1500.0,4.9,Floral / Fruity,Long-Lasting Fragrance; 6-Hour Wear; Odor Masking; Anti-Cloying; Comfortable Wear; Non-Overpowering; Balanced Projection,Tiktok shop,Local,Mass,Emerging,Body Mist
13.0,Fine Fragrance,Body Mist,ORGAMISS,"Xịt Thơm Body ORGAMISS - Bad Girl (Super Hot), 30ml",70000.0,16100.0,4.4,Floral / Sweet Gourmand,Bold; Seductive; Highly Appealing; Standout; Daily Wear; Dating Use; Social Fragrance; Youth-Friendly,Tiktok shop,Local,Mass,Established,Body Mist
14.0,Fine Fragrance,Body Mist,ORGAMISS,ORGAMISS Bad Boy (Mạnh Mẽ Edition) Body Mist,70000.0,16100.0,4.4,Woody,Long-Lasting Fragrance; 6-Hour Wear; Odor Masking; Dual-Action Odor Control; Gentle; Non-Cloying; School-Friendly; Crowd-Friendly; Pocket-Sized; Portable; Daily Wear; Active Lifestyle,Tiktok shop,Local,Mass,Established,Body Mist
15.0,Fine Fragrance,Body Mist,ORGAMISS,Xịt Thơm Body ORGAMISS - Sweetie Paradise (30ml),70000.0,16100.0,4.4,Fruity / Floral / Sweet / Gourmand,Sweet; Playful; Gourmand-Floral; Signature Scent; Cheerful; Active Lifestyle; Youthful; Daily Wear; Expressive Identity,Tiktok shop,Local,Mass,Established,Body Mist
16.0,Fine Fragrance,Body Mist,ORGAMISS,"Xịt Thơm Body ORGAMISS - Funky and Free (Nam), 30ml",70000.0,16100.0,4.4,Citrus / Fresh / Clean / Woody,Crisp; Energetic; Refreshing; Daily Wear; School Use; Leisure Use; Active Lifestyle; Youth-Friendly,Tiktok shop,Local,Mass,Established,Body Mist
17.0,Fine Fragrance,Body Mist,ORGAMISS,"Xịt Thơm Body ORGAMISS - We Found Love (Hot), 30ml",70000.0,16100.0,4.4,Fruity / Floral / Sweet / Gourmand,Romantic; Sweet; Captivating; Signature Scent; Social Events; Dating Use; Social Lifestyle; Youth-Friendly,Tiktok shop,Local,Mass,Established,Body Mist
18.0,Fine Fragrance,Body Mist,ORGAMISS,"Xịt Thơm Body ORGAMISS - Dark Night (Nam), 30ml",70000.0,16100.0,4.4,Fruity / Floral / Woody,Deep; Masculine; Magnetic; Night Vibe; Mysterious Charm; Daily Wear; Dating Use; Social Lifestyle; Modern Masculine,Tiktok shop,Local,Mass,Established,Body Mist
19.0,Fine Fragrance,Body Mist,ORGAMISS,"Xịt Thơm Body ORGAMISS - Good Girl (Sexy), 30ml",70000.0,16100.0,4.4,Floral / Powdery / Sweet / Gourmand,Rich; Warm; Gourmand; Elegant; Sophisticated; Sexy; Daily Wear; Dating Use; Social Lifestyle; Premium,Tiktok shop,Local,Mass,Established,Body Mist
20.0,Fine Fragrance,Body Mist,ORGAMISS,"ORGAMISS One Kiss Body Mist, 30 ml",70000.0,16100.0,4.4,Fruity / Floral / Sweet / Gourmand,"Pure, elegant, and alluring fragrance; lasts up to 6 hours; neutralizes odors and boosts confidence.",Tiktok shop,Local,Mass,Established,Body Mist
21.0,Fine Fragrance,Body Mist,ORGAMISS,"ORGAMISS Good Boy (Lôi Cuốn Edition) Body Mist, 30 ml",70000.0,16100.0,4.4,Woody,"Bold, charismatic, and magnetic scent; long-lasting formula; designed to project confidence and sophistication.",Tiktok shop,Local,Mass,Established,Body Mist
22.0,Fine Fragrance,Body Mist,ORGAMISS,"ORGAMISS International Love Body Mist, 30 ml",70000.0,16100.0,4.4,Fresh / Clean,Designed for the LGBTQ+ community; crafted to empower the wearer to confidently express their own unique personality and style.,Tiktok shop,Local,Mass,Established,Body Mist
23.0,Fine Fragrance,Body Mist,ORGAMISS,"ORGAMISS Blinded Love Hair & Body Mist, 30 ml",70000.0,16100.0,4.4,Floral,"Gentle, refreshing, and non-overpowering scent profile designed for daily use; lasts up to 6 hours; ideal for students and active lifestyles.",Tiktok shop,Local,Mass,Established,Body Mist
24.0,Fine Fragrance,Body Mist,FANMEN,FANMEN Safari Sunset Perfume 100ml,129000.0,5900.0,4.7,Woody,"Experience a sparkling, refreshing awakening that softens into a calming heart, before lingering with an alluring, sunset-sweet finish.",Tiktok shop,Local,Mass,Emerging,Body Mist
25.0,Fine Fragrance,Body Mist,FANMEN,FANMEN Classic Noir Mist 100 ml,129000.0,5900.0,4.7,Fresh / Clean,"Masculine, elegant, and stable scent for professional/formal settings; provides a grounding, long-lasting aroma.",Tiktok shop,Local,Mass,Emerging,Body Mist
26.0,Fine Fragrance,Body Mist,DEAR BODY,Dear Body Body Mist 270ml,129000.0,1.0,5.0,Woody,"Luxurious, sophisticated, and attractive fragrance",Tiki,International,Mass,Emerging,Body Mist
27.0,Fine Fragrance,Body Mist,Bath & Body Works,Dark Kiss Fine Fragrance Mist – Premium Fragrance Spray,750000.0,0.0,,Sweet / Gourmand,"A fine fragrance mist designed to provide a premium, long-lasting personal scent layer",Bath&bodyworks,International,Premium,Established,Body Mist
28.0,Fine Fragrance,Body Mist,Bath & Body Works,Into The Night Fine Fragrance Mist – Premium Fragrance Spray,750000.0,1.0,5.0,Floral,"A feminine floral fragrance designed for an alluring, high-end night-out trail",Bath&bodyworks,International,Premium,Established,Body Mist
29.0,Fine Fragrance,Body Mist,Bath & Body Works,Japanese Cherry Blossom Diamond Shimmer Mist,650000.0,0.0,,Floral,A shimmering fragrance spray that leaves skin beautifully scented and glowing,Bath&bodyworks,International,Premium,Established,Body Mist
30.0,Fine Fragrance,Body Mist,Bath & Body Works,Champagne Toast Fine Fragrance Mist – Premium Fragrance Spray,750000.0,0.0,,Fruity,"A sweet, sparkling fruity spritzer designed for a celebratory and bright personal scent trail",Bath&bodyworks,International,Premium,Established,Body Mist
31.0,Fine Fragrance,Body Mist,Bath & Body Works,Lavender Vanilla Essential Oil Mist (Aromatherapy Line),750000.0,0.0,,Herbal,A dreamy bouquet of flowers by the bedside designed to calm the mind and body,Bath&bodyworks,International,Premium,Established,Body Mist
32.0,Fine Fragrance,Body Mist,Bath & Body Works,At The Beach Fine Fragrance Mist - Premium Fragrance Spray,750000.0,0.0,,Fresh / Clean,"A perfect day at the beach—white sand, golden sunshine, crashing waves, and everything you love",Bath&bodyworks,International,Premium,Established,Body Mist
33.0,Fine Fragrance,Body Mist,Bath & Body Works,Mediterranean Mirage Fine Fragrance Mist - Premium Fragrance Spray,750000.0,1.0,5.0,Fresh / Clean,Like being immersed in the turquoise waters of a European coastline,Bath&bodyworks,International,Premium,Established,Body Mist
34.0,Fine Fragrance,Body Mist,Bath & Body Works,Inner Angel Fine Fragrance Mist - Premium Fragrance Spray,750000.0,0.0,,Sweet / Gourmand,Like relaxing after a long day with a sweet and subtly spicy autumn cocktail,Bath&bodyworks,International,Premium,Emerging,Body Mist
35.0,Fine Fragrance,Body Mist,Bath & Body Works,You're The One Fine Fragrance Mist - Premium Fragrance Spray,750000.0,0.0,,Floral,"Like a shimmering, beautiful night with your loved one — romantic, sweet, and full of emotion",Bath&bodyworks,International,Premium,Emerging,Body Mist
36.0,Fine Fragrance,Body Mist,Nicor,Nicor Wax-Type Dry Perfume / Solid Balm (Variant R01: Pillow In Your Arms),28000.0,65.0,4.8,Fresh / Clean,"Long-lasting natural scent designed to mimic a clean, intimate body fragrance",Lazada,International,Mass,Established,Body Mist
37.0,Fine Fragrance,Body Mist,Nicor,Nicor Wax-Type Dry Perfume / Solid Balm (Variant R02: Tender Encounter),28000.0,65.0,4.8,Floral,"Long-lasting natural scent designed to mimic a tender, clean, and romantic skin scent",Lazada,International,Mass,Established,Body Mist
38.0,Fine Fragrance,Body Mist,Nicor,Nicor Wax-Type Dry Perfume / Solid Balm (Variant R03: Lazy Weekend),28000.0,65.0,4.8,Floral,"Long-lasting natural scent designed to mimic a relaxing, casual, and effortless vibe",Lazada,International,Mass,Established,Body Mist
39.0,Fine Fragrance,Body Mist,HygienC,HygienC Plus Vinta.G Bodymist,70000.0,91.0,4.8,Woody,A powerful and classic 6-hour long-lasting body fragrance engineered using specialized Thai formulation tech,Lazada,Local,Mass,Emerging,Body Mist
40.0,Fine Fragrance,Body Mist,HygienC,HygienC Plus Muse.D Bodymist,70000.0,91.0,4.8,Floral / Powdery,"A soft, poetic 6-hour long-lasting body fragrance engineered using specialized Thai formulation tech",Lazada,Local,Mass,Emerging,Body Mist
41.0,Fine Fragrance,Body Mist,HygienC,HygienC Plus Charm.P Bodymist,70000.0,91.0,4.8,Sweet / Gourmand,"An alluring, passionate 6-hour long-lasting body fragrance engineered using specialized Thai formulation tech",Lazada,Local,Mass,Emerging,Body Mist
42.0,Fine Fragrance,Body Mist,HygienC,HygienC Plus Honey.S Bodymist,70000.0,91.0,4.8,Sweet / Gourmand,"An attractive, sweet 6-hour long-lasting body fragrance engineered using specialized Thai formulation tech",Lazada,Local,Mass,Emerging,Body Mist
43.0,Fine Fragrance,Body Mist,ShiMang,Shimang 50ml Perfume Body Mist (The Day We Met),60000.0,180.0,4.1,Floral,"A pocket-sized, travel-friendly daily fragrance mist designed for an intimate, subtle personal trail",Lazada,International,Mass,Established,Body Mist
44.0,Fine Fragrance,Body Mist,ShiMang,ShiMang Perfume Body Mist (Tokyo Citrus),60000.0,180.0,4.1,Citrus,"A crisp, refreshing, and clean citrus blast designed to evoke summer morning vibes in Tokyo",Lazada,International,Mass,Established,Body Mist
45.0,Fine Fragrance,Body Mist,ShiMang,ShiMang Perfume Body Mist (Heaven of Grapefruit ),60000.0,180.0,4.1,Citrus,"A vibrant, sour-sweet grapefruit burst designed to replicate a chilled glass of fresh fruit juice",Lazada,International,Mass,Established,Body Mist
46.0,Fine Fragrance,Body Mist,ShiMang,ShiMang Perfume Body Mist (White Moon),60000.0,180.0,4.1,Fresh / Clean,"A calm, elegant, and peaceful skin scent designed to mimic silver moonlight reflecting on a quiet ocean",Lazada,International,Mass,Established,Body Mist
47.0,Fine Fragrance,Body Mist,ShiMang,ShiMang Perfume Body Mist( An Earthly Peach ),60000.0,180.0,4.1,Fruity,"A hyper-realistic, sweet juicy peach scent that envelopes you",Lazada,International,Mass,Established,Body Mist
48.0,Fine Fragrance,Body Mist,ShiMang,ShiMang Perfume Body Mist( Pure Milk),60000.0,180.0,4.1,Sweet / Gourmand,"A cozy, nostalgic milk fragrance designed to evoke the warmth and comfort of childhood",Lazada,International,Mass,Established,Body Mist
49.0,Fine Fragrance,Body Mist,ShiMang,ShiMang Perfume Body Mist ( Dream Dispense),60000.0,180.0,4.1,Floral,"A dream-like, comforting fragrance designed to evoke clean, refreshing, and warm relaxing relaxation",Lazada,International,Mass,Established,Body Mist
50.0,Fine Fragrance,Body Mist,Victoria's Secret,Victoria's Secret Body Mist 75ml (Travel Size),388000.0,0.0,,Sweet / Gourmand,"A travel-ready, lightweight fragrance spray designed for quick on-the-go refreshing",Lazada,International,Affordable Premium,Established,Body Mist
51.0,Fine Fragrance,Body Mist,Skinlax,Magnolia Flower Hair & Body Mist,329000.0,7400.0,4.9,Floral,"A pure, sweet, and gentle feminine scent that acts like an irresistible, comforting embrace",Shopee,Local,Mass,Established,Body Mist
52.0,Fine Fragrance,Body Mist,Skinlax,Hair & Body Mist Skinlax 100ml (Variant: White Tea With Figs),382000.0,7400.0,4.9,Fruity,"A cool breeze of white tea accented by a subtle, creamy sweetness of ripe figs and refreshing fruits",Shopee,Local,Mass,Established,Body Mist
53.0,Fine Fragrance,Body Mist,Skinlax,Hair & Body Mist Skinlax 100ml (Variant: Morning Sun / Nắng Mai,350800.0,7400.0,4.9,Citrus,"Like morning sunbeams touching the skin—gentle, pure, full of positive energy, and opening a bright day",Shopee,Local,Mass,Established,Body Mist
54.0,Fine Fragrance,Body Mist,Skinlax,Hair & Body Mist Skinlax 100ml (Variant: Jasmine Green Tea / Trà Xanh Hoa Nhài),382000.0,7400.0,4.9,Floral,"A subtle blend of astringent green tea intertwined with pure, elegant jasmine to spread a deeply relaxing, gentle trail",Shopee,Local,Mass,Established,Body Mist
55.0,Fine Fragrance,Body Mist,Skinlax,Hair & Body Mist Skinlax 100ml (Variant: Rose Fabric / Rosa Lychee),329000.0,7400.0,4.9,Floral,"A cool, sweet burst of juicy lychee and fresh rose, settling into a warm musky and deep agarwood base",Shopee,Local,Mass,Established,Body Mist
56.0,Fine Fragrance,Body Mist,Skinlax,Hair & Body Mist Skinlax 100ml (Variant: Roasted Almonds / Toasted Almond),329000.0,7400.0,4.9,Sweet / Gourmand,"A warm, rich, and nutty blend of toasted almonds and wood, accented with coffee and licorice over a sweet vanilla base",Shopee,Local,Mass,Established,Body Mist
57.0,Fine Fragrance,Body Mist,Colorkey,COLORKEY ROSÉ Body Mist - 100ml,149000.0,378.0,4.9,Floral,A long-lasting sweet fruit and floral fragrance featuring a shimmering glitter effect on the skin,Shopee,International,Mass,Established,Body Mist
58.0,Fine Fragrance,Body Mist,Colorkey,COLORKEY ROSÉ Body Mist - 100ml (Neroli Chill),149000.0,378.0,4.9,Citrus,"A long-lasting shimmering fragrance with a crisp, refreshing, and calming citrus-herbal profile",Shopee,International,Mass,Established,Body Mist
59.0,Fine Fragrance,Body Mist,Colorkey,COLORKEY ROSÉ Body Mist - 100ml (Wild Violet),149000.0,378.0,4.9,Floral,A long-lasting elegant floral fragrance with a comforting woody base and shimmering cosmetic glitter,Shopee,International,Mass,Established,Body Mist
60.0,Fine Fragrance,Body Mist,Colorkey,COLORKEY ROSÉ Body Mist - 100ml (Dreaming of Vanilla ),149000.0,378.0,4.9,Citrus / Fresh / Clean,"A long-lasting, vibrant citrus burst with a clean, cooling background and signature shimmering glitter",Shopee,International,Mass,Established,Body Mist
61.0,Fine Fragrance,Body Mist,Colorkey,Colorkey Rosé Body Mist (Variant: Dare Sakura),149000.0,378.0,4.9,Floral,"A romantic, long-lasting cherry blossom fragrance with an airy powder trail and signature shimmering glitter",Shopee,International,Mass,Established,Body Mist
62.0,Fine Fragrance,Body Mist,Colorkey,Colorkey Rosé Body Mist (Variant: J'adore Jasmine),149000.0,378.0,4.9,Floral,A long-lasting seductive white floral fragrance with an expensive luxury scent trail and signature shimmering glitter,Shopee,International,Mass,Established,Body Mist
63.0,Fine Fragrance,Body Mist,Scenti,Scenti Good Girl Pocket Perfume (10ml Spray),50000.0,20800.0,4.8,Floral / Fruity,"Sweet, seductive, and sensual (Ngọt ngào - Quyến rũ - Gợi cảm) pocket cologne",Shopee,Local,Mass,Established,Body Mist
64.0,Fine Fragrance,Body Mist,Scenti,Scenti Bad Girl Pocket Perfume (10ml Spray),50000.0,20800.0,4.8,Fruity / Floral,"Edgy, sensual, and seductive (Cá tính - Gợi cảm - Quyến rũ) pocket cologne",Shopee,Local,Mass,Established,Body Mist
65.0,Fine Fragrance,Body Mist,Grace and Glow,Black Opium Grace and Glow Body Mist 100ml - Long-lasting fragrance,105000.0,2000.0,4.8,Sweet / Gourmand / Woody,"Provides a premium, long-lasting scent that stays fresh all day while neutralizing sweat and odor",Shopee,International,Mass,Established,Body Mist
66.0,Fine Fragrance,Body Mist,The Jungle (Herbs Line),Sweet Floral Body Mist,76000.0,821.0,5.0,Floral / Sweet / Gourmand,"A luxurious, alluring daily scent designed to keep you smelling elegant for up to 4 hours",Shopee,Local,Mass,Established,Body Mist
67.0,Fine Fragrance,Body Mist,Sundays,Combo of 4 Sundays Men's Body Mist Bottles 140ml,150000.0,1500.0,4.8,Fresh / Clean,A long-lasting daily body spray (4 hours) with specialized deodorizing properties tailored for men,Shopee,Local,Mass,Established,Body Mist
68.0,Fine Fragrance,Body Mist,Sundays,Sundays Citrus Perfumed Body Mist,150000.0,1500.0,4.8,Fresh / Clean / Woody,A high-performance perfumed body mist designed to keep active men smelling fresh and dynamic throughout the day,Shopee,Local,Mass,Established,Body Mist
69.0,Fine Fragrance,Body Mist,Sundays,Sundays Amber Perfumed Body Mist,150000.0,1500.0,4.8,Woody / Sweet / Gourmand,"A rich, long-lasting perfumed body mist designed to deliver a warm, sophisticated, and deeply attractive aura",Shopee,Local,Mass,Established,Body Mist
70.0,Fine Fragrance,Body Mist,Sundays,Sundays Chill Perfumed Body Mist,150000.0,1500.0,4.8,Fresh / Clean / Woody,"A high-performance perfumed body mist designed to deliver a highly relaxing, clean, and refreshing ""just-showered"" aura",Shopee,Local,Mass,Established,Body Mist
71.0,Fine Fragrance,Body Mist,ORGAMISS,ORGAMISS Fruity Body Mist for Men and Women (Selected Variant: Matchachacha),200000.0,138.0,4.8,Sweet / Gourmand / Citrus,An energizing and awakening unisex fragrance spritzer featuring active body deodorizing properties,Shopee,Local,Mass,Established,Body Mist
72.0,Fine Fragrance,Body Mist,ORGAMISS,ORGAMISS Hair & Body Mist (Selected Variant: Pinky Summer),200000.0,138.0,4.8,Fruity,"A fresh, pure, and cooling fragrance designed to beat the summer heat and provide a perfect beach-day vibe",Shopee,Local,Mass,Established,Body Mist
73.0,Fine Fragrance,Body Mist,ORGAMISS,ORGAMISS Hair & Body Mist (Selected Variant: Peach on the Beach),200000.0,138.0,4.8,Fruity / Floral,"A plump, juicy peach fragrance blended with sweet fruits and delicate florals for a vibrant, fun vacation aura",Shopee,Local,Mass,Established,Body Mist
74.0,Fine Fragrance,Body Mist,ORGAMISS,ORGAMISS Hair & Body Mist (Selected Variant: Sunshine Blossom),200000.0,138.0,4.8,Sweet / Gourmand / Floral,"A pure, sweet, and comforting floral-sugar fragrance designed to deliver a bright, joyful, and dream-like aura",Shopee,Local,Mass,Established,Body Mist
75.0,Fine Fragrance,Body Mist,ORGAMISS,ORGAMISS Hair & Body Mist (Selected Variant: Sunshine Blossom),200000.0,138.0,4.8,Fruity / Floral,"A sweet, pure fragrance mist delivering a rich, luscious, and tart berry cocktail trail",Shopee,Local,Mass,Established,Body Mist
76.0,Fine Fragrance,Body Mist,Scenti,Scenti Trap Girl Pocket Perfume (10ml Spray),50000.0,20800.0,4.8,Sweet / Gourmand / Fruity,"Seductive, sensual, and attractive (Quyên rũ - Gợi cảm - Hấp dẫn) pocket cologne",Shopee,Local,Mass,Established,Body Mist
77.0,Fine Fragrance,Body Mist,Scenti,Scenti Sweet Girl Pocket Perfume (10ml Spray),50000.0,20800.0,4.8,Sweet / Gourmand / Fruity,"Sweet, sensual, and dreamy (Ngọt ngào - Gợi cảm - Thơ mộng) pocket cologne",Shopee,Local,Mass,Established,Body Mist
78.0,Fine Fragrance,Body Mist,Scenti,Scenti Sexy Girl Pocket Perfume (10ml Spray),50000.0,20800.0,4.8,Sweet / Gourmand / Floral,"Feminine, seductive, and provocative (Nữ tính - Quyến rũ - Khiêu khích) pocket cologne",Shopee,Local,Mass,Established,Body Mist
79.0,Fine Fragrance,Body Mist,Scenti,Scenti Crush Love Pocket Perfume (10ml Spray),50000.0,20800.0,4.8,Fruity / Floral,"Youthful, dreamy, and attractive (Tươi trẻ - Mộng mơ - Hấp dẫn) pocket cologne",Shopee,Local,Mass,Established,Body Mist
80.0,Fine Fragrance,Body Mist,Scenti,Scenti Kill This Love Pocket Perfume (10ml Spray),50000.0,20800.0,4.8,Floral / Sweet / Gourmand,"Edgy, attractive, and sensual (Cá tính - Lôi cuốn - Gợi cảm) pocket cologne",Shopee,Local,Mass,Established,Body Mist
81.0,Fine Fragrance,Body Mist,Hella Beauty,Hella Beauty Fragrance Body Mist (Selected Variant: Fluffy Mallow),280000.0,20100.0,4.9,Sweet / Gourmand,"A cloud-like, ultra-sweet dessert scent designed for absolute comfort and delicious skin longevity",Shopee,Local,Mass,Emerging,Body Mist
82.0,Fine Fragrance,Body Mist,Hella Beauty,Hella Beauty Fragranced Body Mist (Variant: Winter Berry),280000.0,20100.0,4.9,Sweet / Gourmand / Fruity,"A rich, comforting berry dessert fragrance that wraps the skin in a long-lasting, delicious aura",Shopee,Local,Mass,Emerging,Body Mist
83.0,Fine Fragrance,Body Mist,Hella Beauty,Hella Beauty Fragrance Body Mist (Variant: Clean Baby),280000.0,20100.0,4.9,Floral / Woody,"A soft, airy, and pure ""baby powder"" fragrance designed for a comforting and innocent personal scent trail",Shopee,Local,Mass,Emerging,Body Mist
84.0,Fine Fragrance,Body Mist,Hella Beauty,Lush Bloom Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Floral,"Delivers a fresh, clean, and elegant scent with a subtle glitter shimmer effect; designed to be safe for sensitive skin using natural extracts.",Shopee,Local,Mass,Emerging,Body Mist
85.0,Fine Fragrance,Body Mist,Hella Beauty,Cozy Vanilla Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Sweet / Gourmand,Long-lasting perfume body mist formulated to be safe and gentle for sensitive skin types.,Shopee,Local,Mass,Emerging,Body Mist
86.0,Fine Fragrance,Body Mist,Hella Beauty,Creamy Baby Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Powdery,"Offers a comforting, soft baby powder scent blended with gentle fruits and warm vanilla; formulated to be safe and non-irritating for sensitive skin.",Shopee,Local,Mass,Emerging,Body Mist
87.0,Fine Fragrance,Body Mist,Hella Beauty,Tis' the Season Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Sweet / Gourmand,"Delivers a warm, festive holiday scent that blends tart red cherries with rich sweet cream; formulated to provide a long-lasting shimmer effect that is non-sticky and safe for sensitive skin.",Shopee,Local,Mass,Emerging,Body Mist
88.0,Fine Fragrance,Body Mist,Hella Beauty,Pink Heaven Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Fruity,"Delivers a sweet, romantic, and feminine berry-floral scent with a sparkling glitter shimmer effect; formulated with natural extracts to remain non-sticky and entirely safe for sensitive skin types.",Shopee,Local,Mass,Emerging,Body Mist
89.0,Fine Fragrance,Body Mist,Hella Beauty,Starry Nights Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Fruity," Delivers a mysterious, alluring, and sweet ripe dark berry scent coupled with a glistening starry night shimmer effect; curated with gentle ingredients to be safe for daily use on sensitive skin.",Shopee,Local,Mass,Emerging,Body Mist
90.0,Fine Fragrance,Body Mist,Hella Beauty,Berry Candy Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Sweet / Gourmand,"Delivers a playful, vibrant, and ultra-sweet scent profile resembling a jar of assorted sweet berry candies; enhanced with micro-shimmer glitter and skin-friendly natural botanical extracts.",Shopee,Local,Mass,Emerging,Body Mist
91.0,Fine Fragrance,Body Mist,Hella Beauty,Kailani Coconut Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Spa-inspired,"Delivers a tropical, soothing, and warm beachside scent that evokes a relaxed resort vibe; highlights skin with micro-shimmer glitter and stays gentle on sensitive skin.",Shopee,Local,Mass,Emerging,Body Mist
92.0,Fine Fragrance,Body Mist,Hella Beauty,Honey Fusion Hair & Body Mist (250ml),280000.0,20100.0,4.9,Sweet / Gourmand,"Formulated with natural botanical extracts to deliver a sweet, warm scent reminiscent of bright golden sunshine touching the skin; multi-functional for both body and hair, remaining entirely safe for sensitive skin types.",Shopee,Local,Mass,Emerging,Body Mist
93.0,Fine Fragrance,Body Mist,Hella Beauty,Wonder Glitter Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Sweet / Gourmand,"Delivers a bright, sunny, and mouth-watering scent profile that blends golden floral notes with sweet baked cookies; leaves a sparkling glitter shimmer on the skin and is formulated with natural extracts safe for sensitive skin.",Shopee,Local,Mass,Emerging,Body Mist
94.0,Fine Fragrance,Body Mist,Hella Beauty,After Hours Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Fruity," Delivers a deep, mysterious, and seductive evening scent profile balancing rich dark berries with sophisticated floral and warm balsamic base tones; leaves a subtle micro-shimmer glitter effect on skin with a non-sticky formula safe for sensitive skin.",Shopee,Local,Mass,Emerging,Body Mist
95.0,Fine Fragrance,Body Mist,Hella Beauty,Boba Milktea Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Sweet / Gourmand,"Formulated as a long-lasting perfume body mist that is safe and gentle for sensitive skin types, capturing the realistic, sweet aroma of brown sugar bubble tea.",Shopee,Local,Mass,Emerging,Body Mist
96.0,Fine Fragrance,Body Mist,Hella Beauty,Midnight Kiss Fragrance Body Mist (250ml),280000.0,20100.0,4.9,Sweet / Gourmand," Offers a seductive and cozy nighttime scent profile blending bright citrus top notes with a deeply rich caramel, honey, and beeswax core; formulated to be safe and non-irritating for sensitive skin.",Shopee,Local,Mass,Emerging,Body Mist
97.0,Fine Fragrance,Body Mist,Hella Beauty,Malibu Vibes Shimmer Body Mist (250ml),280000.0,20100.0,4.9,Fruity,"Delivers a refreshing, sunny beach holiday scent profile blending tropical juices with creamy coconut and a warm vanilla base; highlights skin with a brilliant micro-shimmer glitter effect and is formulated to be non-sticky and safe for sensitive skin.",Shopee,Local,Mass,Emerging,Body Mist
98.0,Fine Fragrance,Body Mist,LACOON,Tropical Edition Body Mist (90ml),172000.0,985.0,4.8,Fresh / Clean,"Offers a vibrant, youthful, and clean botanical scent profile; designed as a non-overpowering unisex mist that provides daily odor neutralization and lasting freshness.",Shopee,Local,Mass,Emerging,Body Mist
99.0,Fine Fragrance,Body Mist,LACOON,Vanilla Bush Body Mist (90ml),172000.0,985.0,4.8,Sweet / Gourmand,"Offers a gentle, romantic, and highly feminine aroma featuring a micro-shimmer effect; formulated to be soothing and comforting, making it perfect for night use, casual wear, or bedtime relaxation.",Shopee,Local,Mass,Emerging,Body Mist
100.0,Fine Fragrance,Body Mist,LACOON,Diamond Secret Fantasy Body Mist (90ml),172000.0,985.0,4.8,Fruity,"Delivers a youthful, modern, and sophisticated aroma enhanced with a shimmering glitter effect; curated as an elegant scent ideal for office wear, interviews, and professional environments.",Shopee,Local,Mass,Emerging,Body Mist
,Origin,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Body Mist
,International,28,0.28,nan,,,,nan,,nan,nan,nan,nan,Body Mist
,Local,72,0.72,nan,,,,nan,,nan,nan,nan,nan,Body Mist
,Brand Status,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Body Mist
,Established,59,0.59,nan,,,,nan,,nan,nan,nan,nan,Body Mist
,Emerging,41,0.41,nan,,,,nan,,nan,nan,nan,nan,Body Mist
,Price Tier,Product Count,% of Total,nan,,,,nan,,nan,nan,nan,nan,Body Mist
,Mass,90,0.9,nan,,,,nan,,nan,nan,nan,nan,Body Mist
